year,province,source_income1,source_income2,source_income3,soc_eco_class1,soc_eco_class2,value,unit,attribute,source
2566,ฉะเชิงเทรา,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,12804.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,305.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,3556.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ฉะเชิงเทรา,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,ผู้ไม่ได้ปฏิบัติงานเชิงเศรษฐกิจ,240.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,32896.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,32896.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,28856.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,3257.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,1809.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,20419.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,3319.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,51.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,4041.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เป็นเจ้าของที่ดิน,.00,บาท,"ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,14438.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,14438.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,12698.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,.00,บาท,"ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,1606.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,10391.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,701.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,.00,บาท,"ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,1741.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ปลูกพืช/เลี้ยงสัตว์/เพาะเลี้ยง_ส่วนใหญ่เช่าที่ดิน/ทำฟรี,.00,บาท,"ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,16574.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,16431.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,13458.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,.00,บาท,"ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,4549.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,6242.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,2667.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,.00,บาท,"ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,2974.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ผู้ถือครองทำการเกษตร/เพาะเลี้ยง,ประมงป่าไม้ล่าสัตว์หาของป่าบริการทางการเกษตร,143.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,23534.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,23442.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,20466.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,1241.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,17180.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,629.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,1319.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,97.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,2976.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,33628.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,33495.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,30427.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,28073.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,ผู้ประกอบธุรกิจของตนเองที่ไม่ใช่การเกษตร,92.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,822.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,201.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,1246.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,84.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,3068.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ลูกจ้าง,ผู้จัดการนักวิชาการและผู้ปฏิบัติงานวิชาชีพ,133.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,10314.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,10307.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,8033.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,6556.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,150.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,37.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,1290.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,.00,บาท,"ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,2274.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ลูกจ้าง,คนงานเกษตรป่าไม้และประมง,7.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,22824.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,22824.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,18896.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,17818.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,197.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,-2.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,883.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,.00,บาท,"ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,3928.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ลูกจ้าง,คนงานด้านการขนส่งและงานพื้นฐาน,.00,บาท,"ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0",สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,23301.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,23171.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้ที่เป็นตัวเงิน,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,20757.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,ค่าจ้างและเงินเดือน,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,19042.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำธุรกิจ,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,430.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,กำไรสุทธิจากการทำการเกษตร,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,255.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,เงินที่ได้รับเป็นการช่วยเหลือ,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,1027.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่เป็นตัวเงิน,รายได้จากทรัพย์สิน,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,4.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ที่ไม่เป็นตัวเงิน,รายได้ที่ไม่เป็นตัวเงิน,ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,2414.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,"รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)","รายได้ไม่ประจำ (ที่เป็นตัวเงิน)",ลูกจ้าง,เสมียนพนักงานขายและให้บริการ,130.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,รายได้ทั้งสิ้นต่อเดือน,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,27006.00,บาท,,สำนักงานสถิติแห่งชาติ
2566,ปราจีนบุรี,รายได้ประจำ,รายได้ประจำ,รายได้ประจำ,ลูกจ้าง,ผู้ปฏิบัติงานในกระบวนการผลิตก่อสร้างและเหมืองแร่,26894.00,บาท,,สำนักงานสถิติแห่งชาติ
